CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
1998-6-3,20,17,13,14,12,9,100,78,49,1013,1010,1007,10,9,6,37,23,,0.00,4,Rain,206
1998-6-4,18,14,12,13,11,5,100,77,55,1019,1015,1013,10,9,6,24,19,,0.00,4,Rain,250
1998-6-5,16,12,8,7,5,3,87,62,45,1024,1022,1020,10,10,10,23,16,26,0.00,3,,344
1998-6-6,17,13,10,13,11,7,100,85,68,1021,1016,1012,10,10,8,34,19,48,0.00,6,Rain,81
1998-6-7,21,16,12,17,14,11,100,91,73,1014,1009,1005,10,8,4,23,14,,0.00,6,Rain-Thunderstorm,129
1998-6-8,19,16,12,14,12,10,100,80,60,1015,1011,1005,10,9,3,35,23,48,0.00,4,Rain,237
1998-6-9,18,14,12,15,13,10,100,88,77,1015,1010,1007,10,9,5,34,19,,0.00,6,Rain,190
1998-6-10,18,16,14,16,14,13,100,91,77,1007,1003,1001,10,8,0,32,19,,0.00,6,Fog-Rain,197
1998-6-11,18,14,10,13,11,9,100,83,59,1005,1004,1003,10,8,0,16,11,,0.00,6,Fog,197
1998-6-12,17,13,11,13,9,5,100,75,55,1009,1006,1004,10,10,8,32,16,52,0.00,6,,330
1998-6-13,17,12,7,6,4,2,93,58,37,1016,1013,1009,10,10,10,35,24,53,0.00,3,,295
1998-6-14,17,12,7,11,7,4,88,67,42,1018,1017,1016,10,10,10,26,11,,0.00,1,,171
1998-6-15,19,14,10,11,7,4,94,66,40,1016,1012,1009,10,10,10,29,13,48,0.00,6,Rain,353
1998-6-16,13,12,11,12,10,9,100,91,82,1009,1004,1002,10,10,8,39,27,61,0.00,7,Rain,288
1998-6-17,15,13,11,10,8,5,88,73,59,1013,1007,1003,10,10,10,55,39,89,0.00,6,,258
1998-6-18,17,13,10,9,6,2,88,65,39,1021,1017,1013,10,10,10,39,34,60,0.00,6,Rain,267
1998-6-19,16,11,7,12,9,6,94,85,67,1021,1020,1020,10,10,9,23,10,,0.00,4,Fog-Rain,267
1998-6-20,19,12,6,11,8,2,100,70,34,1022,1022,1021,10,10,10,24,11,45,0.00,4,,302
1998-6-21,21,14,9,16,10,6,100,68,43,1022,1020,1016,10,10,10,16,10,,0.00,2,,208
1998-6-22,15,14,13,14,13,12,100,95,88,1016,1013,1011,10,8,3,26,13,,0.00,6,Rain-Thunderstorm,125
1998-6-23,19,16,12,12,9,7,94,69,46,1014,1013,1012,10,10,10,35,24,50,0.00,3,,289
1998-6-24,18,14,10,13,11,7,94,80,52,1015,1013,1012,10,10,10,23,13,,0.00,4,,348
1998-6-25,18,13,9,14,11,8,100,80,59,1015,1014,1013,10,8,0,24,13,,0.00,2,Fog,157
1998-6-26,21,17,14,15,13,10,100,80,49,1015,1013,1011,10,9,2,23,16,,0.00,5,Rain,210
1998-6-27,20,16,12,14,12,10,100,80,56,1015,1013,1010,10,9,5,26,11,,0.00,5,Fog-Rain,139
1998-6-28,20,17,13,15,13,11,100,85,60,1012,1009,1007,10,9,5,40,23,60,0.00,4,Rain-Thunderstorm,195
1998-6-29,18,14,12,13,12,10,100,83,59,1013,1012,1012,10,10,10,32,23,,0.00,3,Rain-Thunderstorm,232
1998-6-30,17,13,11,14,12,10,94,87,72,1013,1010,1008,10,10,10,24,14,,0.00,4,Rain,202
1998-7-1,15,13,12,13,12,10,100,90,77,1009,1008,1007,10,8,4,23,10,39,0.00,6,Rain,17
1998-7-2,20,15,10,14,12,9,100,82,60,1011,1010,1009,10,10,8,29,16,,0.00,3,Fog,285
1998-7-3,17,14,13,13,12,10,94,83,68,1011,1009,1007,10,10,10,29,21,,0.00,6,Rain,264
1998-7-4,16,13,12,13,12,11,100,90,77,1009,1008,1007,10,10,6,29,21,,0.00,6,Rain,284
1998-7-5,17,14,12,14,12,11,100,91,72,1006,1002,999,10,10,8,35,26,53,0.00,6,Rain,268
1998-7-6,15,12,10,12,8,6,94,75,59,1001,1000,999,10,10,7,48,32,66,0.00,5,Rain,276
1998-7-7,14,11,9,10,9,8,94,81,67,1001,999,998,10,10,10,32,24,,0.00,6,,272
1998-7-8,20,15,10,14,8,3,100,69,33,1005,1002,1000,10,10,10,23,14,,0.00,4,Rain,301
1998-7-9,15,13,12,14,12,10,100,90,72,1005,1004,1003,10,9,6,24,18,,0.00,6,Rain,249
1998-7-10,17,13,10,12,8,6,94,74,52,1008,1006,1003,10,10,10,32,23,47,0.00,5,Rain,284
1998-7-11,17,12,8,14,11,7,100,92,72,1008,1003,1000,10,9,4,26,13,,0.00,5,Fog-Rain-Thunderstorm,205
1998-7-12,19,16,12,13,10,6,94,74,43,1001,1000,1000,10,10,10,34,24,48,0.00,4,Rain,258
1998-7-13,19,16,12,16,12,7,100,77,46,1001,999,996,10,9,3,37,24,52,0.00,5,Rain,224
1998-7-14,15,13,11,12,11,10,94,87,72,1001,999,997,10,10,5,50,29,76,0.00,4,Rain,214
1998-7-15,17,13,11,11,9,7,100,74,52,1009,1005,1001,10,10,6,39,32,58,0.00,5,Rain,252
1998-7-16,18,13,9,14,9,6,100,77,52,1011,1010,1009,10,10,10,26,18,40,0.00,3,Fog,236
1998-7-17,18,14,10,14,13,9,100,91,77,1012,1011,1008,10,9,6,24,11,,0.00,5,Fog-Rain,177
1998-7-18,18,14,11,15,12,10,100,87,59,1008,1007,1005,10,9,4,40,21,60,0.00,5,Rain-Thunderstorm,215
1998-7-19,17,13,10,13,12,9,100,86,68,1013,1008,1005,10,9,3,39,24,58,0.00,5,Rain,246
1998-7-20,21,16,10,14,12,9,94,79,53,1015,1014,1013,10,10,10,21,14,,0.00,4,,186
1998-7-21,25,19,13,19,16,12,94,80,61,1012,1010,1008,10,10,9,34,13,,0.00,5,Rain-Thunderstorm,102
1998-7-22,22,18,15,19,13,8,94,75,43,1019,1016,1012,10,9,5,34,16,,0.00,3,,244
1998-7-23,22,17,13,18,14,11,100,83,53,1019,1015,1012,10,9,3,29,13,,0.00,4,Fog-Rain-Thunderstorm,144
1998-7-24,20,17,13,17,14,10,100,84,63,1018,1013,1011,10,7,1,39,19,,0.00,5,Fog-Rain,249
1998-7-25,18,14,11,12,9,6,94,72,45,1018,1018,1017,10,10,10,27,19,,0.00,3,Rain,256
1998-7-26,18,14,10,13,10,8,100,78,52,1019,1018,1018,10,10,10,23,16,,0.00,5,,240
1998-7-27,20,16,11,13,11,7,100,73,46,1018,1015,1012,10,10,10,23,11,,0.00,4,Fog,109
1998-7-28,15,13,12,13,12,10,100,91,77,1012,1009,1007,10,9,5,19,11,,0.00,6,Rain,17
1998-7-29,18,14,12,16,14,12,100,94,88,1007,1005,1000,10,7,5,23,13,,0.00,5,Rain,198
1998-7-30,19,17,14,15,13,12,100,88,64,1003,1000,997,10,9,3,34,23,45,0.00,5,Rain,224
1998-7-31,17,14,12,15,13,11,100,91,82,1010,1005,1003,10,10,7,29,23,,0.00,5,Rain,216
1998-8-1,19,16,13,14,13,12,94,85,68,1018,1015,1010,10,10,10,24,19,,0.00,6,,234
1998-8-2,19,14,11,16,12,11,100,87,72,1022,1020,1018,10,10,10,14,8,,0.00,6,Fog-Rain,354
1998-8-3,18,14,11,14,11,9,100,83,56,1022,1021,1017,10,10,10,21,8,,0.00,6,,240
1998-8-4,20,17,13,17,13,8,100,81,52,1018,1014,1012,10,8,2,32,24,,0.00,4,Rain,242
1998-8-5,19,16,13,14,12,9,94,81,56,1019,1017,1016,10,10,10,42,24,61,0.00,4,Rain,260
1998-8-6,19,16,13,14,12,10,100,83,56,1020,1019,1015,10,9,2,35,26,,0.00,6,Rain,260
1998-8-7,20,16,12,15,13,9,100,79,59,1018,1016,1015,10,10,6,29,23,,0.00,5,,280
1998-8-8,16,13,10,15,12,9,100,92,72,1018,1015,1009,10,9,3,32,16,48,0.00,6,Rain,244
1998-8-9,19,16,12,13,11,8,94,76,56,1022,1017,1010,10,10,10,32,24,47,0.00,4,Rain,326
1998-8-10,21,14,9,14,12,8,100,80,56,1024,1023,1022,10,10,10,16,10,,0.00,3,Fog,198
1998-8-11,20,17,14,14,13,11,94,80,56,1022,1021,1020,10,10,10,24,14,,0.00,5,,118
1998-8-12,20,18,15,15,13,11,94,76,60,1021,1016,1008,10,10,6,35,23,47,0.00,7,Rain-Thunderstorm,122
1998-8-13,19,16,13,15,14,12,100,87,68,1009,1007,1005,10,10,6,29,18,,0.00,5,Rain,232
1998-8-14,19,16,12,14,12,10,100,83,59,1012,1010,1008,10,10,6,26,14,,0.00,5,Rain,261
1998-8-15,19,16,13,17,16,12,94,92,83,1014,1013,1012,10,5,1,23,14,,0.00,6,Rain,204
1998-8-16,20,15,10,15,11,7,94,75,46,1018,1017,1015,10,10,10,26,18,40,0.00,5,,269
1998-8-17,21,17,14,16,14,13,94,86,60,1017,1015,1012,10,10,9,29,18,,0.00,6,,218
1998-8-18,20,16,12,15,12,8,94,76,52,1014,1012,1011,10,10,9,32,19,39,0.00,4,,271
1998-8-19,17,13,10,13,11,9,94,81,68,1016,1015,1014,10,10,10,32,21,,0.00,4,,270
1998-8-20,20,17,14,15,13,11,94,80,56,1016,1011,1005,10,10,10,34,19,53,0.00,6,Rain,225
1998-8-21,16,13,12,14,13,11,100,93,82,1005,995,990,10,9,6,40,24,60,0.00,5,Rain,225
1998-8-22,17,14,12,13,11,9,94,83,63,997,994,992,10,10,10,42,29,64,0.00,4,Rain,263
